branch_id,title,descriptions,start_datetime,end_datetime,created_at,updated_at,entry_type
7,Centre Holiday,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-01 16:44:46,2021-01-01 16:46:39,centre holiday
7,Deepavali,,2021-11-04 00:00:00,2021-11-04 23:59:59,2021-01-01 16:45:30,2021-01-01 17:01:03,public holiday
7,Centre Holiday,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-01 16:46:01,2021-01-01 16:46:39,centre holiday
4,Centre Holidays,,2018-12-17 00:00:00,2018-12-31 23:59:59,2021-01-01 16:49:54,2021-01-01 16:50:48,centre holiday
4,Centre Holidays,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-01 16:51:25,2021-01-01 16:54:14,centre holiday
4,Centre Holidays,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-01 16:51:49,2021-01-01 16:54:14,centre holiday
4,Centre Holidays,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-01 16:53:57,2021-01-01 16:54:14,centre holiday
4,CNY Centre Holidays,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-01 16:54:51,2021-01-01 16:57:23,public holiday
4,MCO,,2020-03-12 00:00:00,2020-06-28 23:59:59,2021-01-01 16:55:13,2021-01-01 16:57:23,other
4,MCO Free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-01 16:55:37,2021-01-01 16:57:23,other
4,CMCO,,2020-10-05 00:00:00,2020-12-20 23:59:59,2021-01-01 16:56:32,2021-01-01 16:57:23,other
4,Centre Holidays,,2020-12-21 00:00:00,2020-12-31 23:59:59,2021-01-01 16:56:42,2021-01-01 16:57:23,centre holiday
4,Centre Holiday 2020,,2021-01-01 00:00:00,2021-01-03 23:59:59,2021-01-01 16:59:06,2021-03-18 23:25:22,centre holiday
4,CNY Centre Holiday,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-01-01 16:59:53,2021-01-01 17:02:31,public holiday
4,Hari Raya,,2021-05-13 00:00:00,2021-05-14 23:59:59,2021-01-01 17:00:54,2021-01-01 17:08:50,public holiday
4,Centre Holiday,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-01 17:01:23,2021-01-01 17:02:31,centre holiday
4,Deepavali,,2021-11-04 00:00:00,2021-11-04 23:59:59,2021-01-01 17:01:50,2021-01-01 17:08:53,public holiday
4,Centre Holiday,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-01 17:02:11,2021-01-01 17:02:31,centre holiday
2,Centre holiday,,2018-12-17 00:00:00,2018-12-24 23:59:59,2021-01-01 20:46:26,2021-01-01 23:38:43,public holiday
2,Centre Holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-01 20:47:54,2021-01-01 23:38:53,centre holiday
2,Centre Holiday 2,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-01 20:48:21,2021-01-01 23:38:53,centre holiday
2,Centre Holiday 3,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-01 20:48:42,2021-01-01 23:38:53,centre holiday
2,Chinese New Year,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-01 20:51:01,2021-01-01 23:39:00,public holiday
2,MCO,,2020-03-12 00:00:00,2020-06-28 23:59:59,2021-01-01 20:51:39,2021-01-01 23:39:00,other
2,MCO Free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-01 20:52:16,2021-01-01 23:39:00,other
2,CMCO,,2020-10-05 00:00:00,2020-12-31 23:59:59,2021-01-01 20:52:38,2021-01-01 23:39:00,other
2,CMCO,,2021-01-01 00:00:00,2021-01-04 23:59:59,2021-01-01 20:53:04,2021-01-01 23:39:08,other
2,Chinese New Year,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-01-01 20:53:26,2021-01-01 23:39:08,public holiday
2,Centre Holiday 1,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-01 20:53:50,2021-01-01 23:39:08,centre holiday
2,Centre Holiday 2,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-01 20:54:09,2021-01-01 23:39:08,centre holiday
3,Centre Holiday 2018,,2018-12-01 00:00:00,2018-12-30 23:59:59,2021-01-01 21:34:19,2021-01-01 22:10:17,centre holiday
3,CNY 2019,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-01 23:26:13,2021-01-01 23:52:21,public holiday
3,Raya2019,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-01 23:46:15,2021-01-01 23:52:21,public holiday
3,Dec2019,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-01 23:46:38,2021-01-01 23:52:21,public holiday
3,CNY2020,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-01 23:52:53,2021-01-02 00:03:23,public holiday
3,MCO,,2020-03-12 00:00:00,2020-06-28 23:59:59,2021-01-02 00:01:29,2021-01-02 00:03:23,other
3,MCO Free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-02 00:02:12,2021-01-02 00:03:23,other
3,CMCO,,2020-10-05 00:00:00,2020-12-31 23:59:59,2021-01-02 00:02:36,2021-01-02 00:03:23,other
3,CMCO,,2021-01-01 00:00:00,2021-01-04 23:59:59,2021-01-02 00:03:49,2021-01-02 00:25:54,other
3,CNY2021,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-01-02 00:24:04,2021-01-02 00:25:54,public holiday
3,Centre Holiday 2021,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-02 00:24:33,2021-01-02 00:25:54,centre holiday
3,Centre Holiday 2021,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-02 00:25:09,2021-01-02 00:25:54,centre holiday
10,xx,,2018-12-31 00:00:00,2018-12-31 23:59:59,2021-01-12 17:07:08,2021-01-12 17:07:19,public holiday
10,Centre Holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-12 17:10:19,2021-01-12 17:11:51,centre holiday
10,Centre Holiday 2,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-12 17:10:36,2021-01-12 17:11:51,centre holiday
10,Centre Holiday 3,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-12 17:11:44,2021-01-12 17:11:51,centre holiday
10,Centre Holiday 1,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-12 17:12:25,2021-01-12 17:15:58,centre holiday
10,MCO,,2020-03-18 00:00:00,2020-06-28 23:59:59,2021-01-12 17:12:47,2021-01-17 22:30:29,other
10,MCO Continue,,2020-06-29 00:00:00,2020-08-01 23:59:59,2021-01-12 17:13:04,2021-04-13 13:22:50,other
10,CMCO,,2020-11-01 00:00:00,2020-12-31 23:59:59,2021-01-12 17:13:25,2021-04-13 13:24:46,other
2,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 14:56:06,2021-02-24 16:29:17,other
3,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 14:56:55,2021-02-24 16:43:01,other
4,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 14:58:02,2021-02-24 17:05:19,other
5,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 15:00:23,2021-03-02 09:42:31,other
6,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 15:01:45,2021-03-02 09:44:32,other
7,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-16 15:02:30,2021-02-24 22:41:43,other
10,Centre Holiday 1,,2021-01-01 00:00:00,2021-01-03 23:59:59,2021-01-16 22:01:17,2021-01-16 22:02:08,centre holiday
10,MCO 2.0,,2021-01-11 00:00:00,2021-01-24 23:59:59,2021-01-16 22:01:50,2021-04-13 13:36:46,other
12,xx,,2018-12-31 00:00:00,2018-12-31 23:59:59,2021-01-17 21:27:42,2021-01-17 21:28:25,public holiday
12,Centre Holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-17 21:36:11,2021-01-17 21:36:59,centre holiday
12,Centre Holiday 2,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-17 21:36:32,2021-01-17 21:36:59,centre holiday
12,Centre Holiday 3,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-17 21:36:56,2021-01-17 21:36:59,centre holiday
12,Centre Holiday 1,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-17 21:38:48,2021-01-19 19:37:52,centre holiday
12,MCO,,2020-03-18 00:00:00,2020-06-28 23:59:59,2021-01-17 22:34:12,2021-01-19 19:37:52,other
12,MCO Free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-17 22:34:31,2021-01-30 14:04:08,other
12,CMCO,,2020-10-26 00:00:00,2020-12-31 23:59:59,2021-01-17 22:35:14,2021-01-30 14:04:51,other
9,Centre holiday,,2018-12-25 00:00:00,2018-12-31 23:59:59,2021-01-19 12:12:11,2021-01-19 12:13:48,public holiday
9,Centre holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-19 12:14:30,2021-01-19 12:19:08,public holiday
9,Centre holiday 2,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-19 12:18:22,2021-01-19 12:19:08,public holiday
9,Centre holiday,,2019-12-24 00:00:00,2019-12-31 23:59:59,2021-01-19 12:19:03,2021-01-21 21:10:32,public holiday
9,Chinese New Year,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-19 12:20:04,2021-01-19 12:22:05,public holiday
9,MCO,,2020-03-12 00:00:00,2020-06-28 23:59:59,2021-01-19 12:20:41,2021-01-19 12:22:05,other
9,MCO free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-19 12:21:29,2021-01-19 12:22:05,other
9,CMCO,,2020-10-05 00:00:00,2020-12-31 23:59:59,2021-01-19 12:21:58,2021-01-19 12:22:05,other
9,CMCO,,2021-01-01 00:00:00,2021-01-04 23:59:59,2021-01-19 12:22:41,2021-01-19 12:25:06,other
9,Chinese New Year,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-01-19 12:23:27,2021-01-19 12:25:06,public holiday
9,Hari Raya,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-19 12:24:27,2021-01-19 12:25:06,public holiday
9,Centre holiday,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-19 12:25:00,2021-01-19 12:25:06,public holiday
9,MCO 2.0,,2021-01-11 00:00:00,2021-02-10 23:59:59,2021-01-19 12:38:19,2021-03-10 20:52:47,other
12,Centre Holiday 1,,2021-01-01 00:00:00,2021-01-03 23:59:59,2021-01-19 19:38:13,2021-01-19 19:44:22,centre holiday
12,MCO 2.0,,2021-01-18 00:00:00,2021-02-09 23:59:59,2021-01-19 19:38:36,2021-01-30 14:48:35,other
12,Chinese New Year,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-01-19 19:43:26,2021-01-19 19:44:22,public holiday
12,Hari Raya,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-19 19:43:53,2021-01-19 19:44:22,public holiday
12,Centre Holiday 2,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-19 19:44:15,2021-01-19 19:44:22,centre holiday
8,centre holiday,,2018-12-17 00:00:00,2018-12-28 23:59:59,2021-01-19 20:30:43,2021-01-19 20:31:47,public holiday
8,Centre Holidays,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-19 20:33:58,2021-01-19 20:36:24,centre holiday
8,Centre Holidays,,2019-06-03 00:00:00,2019-06-09 23:59:59,2021-01-19 20:35:00,2021-01-19 20:36:24,centre holiday
8,Centre Holidays,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-19 20:35:25,2021-01-19 20:36:24,centre holiday
8,Chinese New Year,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-19 20:37:33,2021-01-19 20:47:59,public holiday
8,MCO,,2020-03-18 00:00:00,2020-06-28 23:59:59,2021-01-19 20:39:44,2021-01-19 21:06:42,other
8,MCO Free Class,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-19 20:40:32,2021-01-27 18:32:45,other
8,RMCO,,2020-10-05 00:00:00,2020-10-18 23:59:59,2021-01-19 20:45:00,2021-01-21 15:58:41,public holiday
8,Centre Holidays,,2020-12-28 00:00:00,2020-12-31 23:59:59,2021-01-19 20:46:10,2021-01-21 15:55:44,centre holiday
8,Centre Holiday,,2021-01-01 00:00:00,2021-01-03 23:59:59,2021-01-19 20:48:40,2021-01-27 20:31:27,centre holiday
8,Chinese New Year,,2021-02-15 00:00:00,2021-02-16 23:59:59,2021-01-19 20:49:35,2021-01-27 20:29:08,public holiday
8,Centre Holiday,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-19 20:50:15,2021-01-27 20:30:47,centre holiday
8,Centre Holiday,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-19 20:50:51,2021-01-27 20:31:47,centre holiday
8,Hari Raya,,2021-05-13 00:00:00,2021-05-14 23:59:59,2021-01-19 20:53:12,2021-01-19 21:08:37,public holiday
8,Deepavali,,2021-11-04 00:00:00,2021-11-04 23:59:59,2021-01-19 20:53:57,2021-01-19 21:08:47,public holiday
8,MCO 2.0,,2021-01-11 00:00:00,2021-02-14 23:59:59,2021-01-19 21:10:05,2021-01-27 20:29:55,other
11,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-20 10:33:02,2021-01-28 11:58:31,other
1,xx,,2018-12-31 00:00:00,2018-12-31 23:59:59,2021-01-21 17:01:48,2021-01-21 17:01:51,public holiday
1,Centre Holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-21 17:03:48,2021-01-21 17:03:58,centre holiday
1,Centre Holiday 1,,2019-02-04 00:00:00,2019-02-10 23:59:59,2021-01-21 17:04:21,2021-01-21 17:05:25,centre holiday
1,Centre Holiday 2,,2019-06-03 00:00:00,2019-06-16 23:59:59,2021-01-21 17:04:44,2021-01-21 17:05:25,centre holiday
1,Centre Holiday 3,,2019-12-17 00:00:00,2019-12-31 23:59:59,2021-01-21 17:05:21,2021-01-21 17:05:25,centre holiday
1,Centre Holiday 1,,2020-01-23 00:00:00,2020-01-29 23:59:59,2021-01-21 17:06:17,2021-01-21 17:09:25,centre holiday
1,MCO,,2020-03-12 00:00:00,2020-06-28 23:59:59,2021-01-21 17:06:53,2021-01-21 17:09:25,other
1,MCO Free,,2020-06-29 00:00:00,2020-07-05 23:59:59,2021-01-21 17:08:06,2021-01-21 17:09:25,other
1,Centre Holiday 2,,2020-12-28 00:00:00,2020-12-31 23:59:59,2021-01-21 17:08:28,2021-01-21 17:09:25,centre holiday
1,CMCO,,2020-10-05 00:00:00,2020-12-27 23:59:59,2021-01-21 17:09:20,2021-01-21 17:09:25,other
1,Centre Holiday 1,,2021-01-01 00:00:00,2021-01-03 23:59:59,2021-01-21 17:09:58,2021-01-21 17:11:15,centre holiday
1,Centre Holiday 2,,2021-02-10 00:00:00,2021-03-07 23:59:59,2021-01-21 17:10:23,2021-03-10 20:23:43,centre holiday
1,Centre Holiday 3,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-01-21 17:10:44,2021-01-21 17:11:15,centre holiday
1,Centre Holiday 4,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-01-21 17:11:03,2021-01-21 17:11:15,centre holiday
1,MCO 2.0,,2021-01-11 00:00:00,2021-02-09 23:59:59,2021-01-21 17:12:46,2021-02-24 16:28:44,other
11,MCO 2.0,,2021-02-17 00:00:00,2021-02-19 23:59:59,2021-01-28 11:56:59,2021-02-16 18:34:09,other
8,MCO 2.0,,2021-02-17 00:00:00,2021-03-14 23:59:59,2021-02-16 18:56:48,2021-03-10 20:25:37,other
12,MCO 2.0,,2021-02-17 00:00:00,2021-02-21 23:59:59,2021-02-17 12:33:27,2021-03-10 21:01:49,other
3,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-02-24 16:29:34,2021-03-02 13:23:49,other
2,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-02-24 16:42:18,2021-03-02 13:19:42,other
4,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-02-24 17:07:03,2021-03-02 13:32:06,other
5,Autograph Event,Dr Elaine Loo Autograph,2021-02-25 12:00:00,2021-02-25 12:10:00,2021-02-24 18:47:48,2021-02-24 18:48:32,public holiday
7,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-02-24 22:43:21,2021-03-02 13:46:45,other
5,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-03-02 09:47:26,2021-03-02 13:33:22,other
6,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-03-02 13:35:54,2021-03-02 13:35:54,other
9,MCO 2.0,,2021-02-17 00:00:00,2021-03-07 23:59:59,2021-03-10 20:55:24,2021-03-10 20:55:24,other
10,Centre Holiday 3,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-03-11 17:57:08,2021-03-11 17:57:08,centre holiday
10,Centre Holiday 2,,2021-02-10 00:00:00,2021-02-16 23:59:59,2021-03-11 17:57:57,2021-04-13 13:35:38,centre holiday
10,MCO 2.0,,2021-01-04 00:00:00,2021-02-28 23:59:59,2021-03-11 18:00:39,2021-04-13 13:37:33,other
10,Centre Holiday 4,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-03-11 18:03:30,2021-03-11 18:04:08,centre holiday
13,XX,,2018-12-31 00:00:00,2018-12-31 23:59:59,2021-03-21 15:40:30,2021-03-21 15:40:33,public holiday
13,2019,,2019-12-31 00:00:00,2019-12-31 23:59:59,2021-03-21 15:52:07,2021-03-21 15:52:13,public holiday
13,2020,,2020-12-31 00:00:00,2020-12-31 23:59:59,2021-03-21 15:52:30,2021-03-21 15:52:37,public holiday
13,Centre Holiday 3,,2021-06-07 00:00:00,2021-06-13 23:59:59,2021-03-21 15:53:13,2021-03-21 15:55:49,centre holiday
13,Centre Holiday 4,,2021-12-20 00:00:00,2021-12-31 23:59:59,2021-03-21 15:53:45,2021-03-21 15:55:49,centre holiday
3,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 12:00:35,2021-06-30 12:00:39,centre holiday
2,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 12:02:36,2021-06-30 12:02:40,centre holiday
4,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 14:57:15,2021-06-30 14:57:25,centre holiday
5,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 14:59:39,2021-06-30 15:06:52,centre holiday
6,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 17:25:42,2021-06-30 17:25:47,centre holiday
7,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-06-30 19:52:44,2021-06-30 19:52:48,centre holiday
13,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-07-29 14:14:13,2021-07-29 14:14:16,centre holiday
12,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-07-29 20:45:38,2021-07-29 20:52:02,centre holiday
8,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-07-29 22:28:36,2021-07-29 22:28:42,centre holiday
9,Centre Holiday 1,,2022-01-01 00:00:00,2022-01-02 23:59:59,2021-07-30 22:36:57,2021-07-30 22:37:00,centre holiday
3,Centre Holiday 1,,2022-01-30 00:00:00,2022-02-05 23:59:59,2021-12-19 16:52:00,2021-12-19 16:52:00,centre holiday
3,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2021-12-19 18:37:39,2021-12-19 18:37:39,centre holiday
1,Centre Holiday 1,,2022-01-30 00:00:00,2022-02-05 23:59:59,2022-01-05 16:26:07,2022-01-05 16:48:19,centre holiday
1,Centre Holiday 2,,2022-06-05 00:00:00,2022-06-11 23:59:59,2022-01-05 16:26:35,2022-01-05 16:48:35,centre holiday
1,Centre Holiday 3,,2022-12-18 00:00:00,2022-12-31 23:59:59,2022-01-05 16:28:48,2022-01-05 16:48:47,centre holiday
1,Centre Holiday,,2022-01-01 00:00:00,2022-01-02 23:59:59,2022-01-05 16:47:26,2022-01-28 22:12:13,centre holiday
